Id,LotArea,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
2886,15600,405,408,1168,1278,1037,2315,342,0,0,780000
2887,7288,0,671,976,976,0,976,215,160,0,350000
2888,7000,0,487,861,861,424,1285,506,96,0,470000
2889,8534,0,432,432,672,0,672,0,0,0,914600
2890,7030,0,641,641,641,0,641,272,184,0,354000
2891,9060,327,967,967,967,671,1638,384,0,21,470000
2892,12366,0,0,0,729,0,729,0,0,0,715000
2893,9000,0,660,660,1060,336,1396,0,0,0,265000
2894,8520,0,216,216,576,360,936,0,0,0,2537000
2895,5748,473,0,1573,1778,0,1778,495,123,53,640000
2896,3842,186,30,1594,1646,0,1646,525,128,53,290000
2897,23580,0,849,1625,1625,0,1625,576,136,28,480000
2898,8385,0,1664,1664,1664,0,1664,616,0,0,535000
2899,9116,0,1491,1491,1491,0,1491,490,120,100,907000
2900,11080,257,552,1128,1210,0,1210,528,0,0,459000
2901,50102,0,723,1632,1650,0,1650,518,0,0,1355000
2902,8098,0,129,1381,1403,0,1403,470,0,173,264950
2903,13618,198,378,1728,1960,0,1960,714,172,38,352950
2904,11577,382,383,1838,1838,0,1838,682,161,225,491500
2905,31250,0,0,0,1600,0,1600,270,0,0,1229000
2906,7020,200,45,1288,1368,0,1368,784,0,48,369500
2907,2665,0,264,264,616,688,1304,336,141,0,566000
2908,10172,0,423,864,874,0,874,288,0,120,290000
2909,11836,0,1503,1652,1652,0,1652,928,0,0,5350000
2910,1470,0,108,630,630,0,630,0,0,0,180000
2911,1484,0,294,546,546,546,1092,253,0,0,215000
2912,13384,194,641,1104,1360,0,1360,336,160,0,302000
2913,1533,0,138,546,546,546,1092,286,0,0,352500
2914,1526,0,546,546,546,546,1092,0,0,34,235867
2915,1936,0,546,546,546,546,1092,0,0,0,500000
2916,1894,0,294,546,546,546,1092,286,0,24,382000
2917,20000,0,0,1224,1224,0,1224,576,474,0,515000
2918,10441,0,575,912,970,0,970,0,80,32,250000
2919,9627,94,238,996,996,1004,2000,650,190,48,672500
2920,11004,95,539,543,879,1150,2500,746,180,50,762500
